,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.16,-0.14,-0.07,-,-,0,-,-
1,7,6,5,,,3,,
2,-0.15,-0.14,-0.08,-0.10,-0.04,-0.04,-0.05,-0.12
3,-0.12,-0.10,-0.08,-0.02,0,-0.10,-0.11,-0.15
4,29%,33%,27%,90%,100%,0%,-38%,-650%
