,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.37,-0.33,-0.22,-0.16,-0.21,0,-0.01,0.08
1,6,4,11,6,4,6,5,7
2,-0.34,-0.31,-0.24,-0.20,-0.25,-0.03,-0.04,0.03
3,-0.44,-0.25,-0.53,0.04,-0.14,0.01,0.02,-0.24
4,31%,60%,-2%,109%,68%,104%,104%,-700%
