,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-0.08,-0.05
1,,,,,,,4,6
2,-,-,-,-,-,-,-0.10,-0.08
3,-0.25,-0.14,-0.11,-0.09,-0.06,-0.05,0,-0.03
4,-,-,66%,70%,76%,64%,100%,67%
