,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.88,-,0.86,-,-,-,-,1.07
1,3,,3,,,,,3
2,0.83,0.81,0.85,0.91,0.96,0.87,0.92,1.07
3,0.90,0.81,0.89,0.92,1.14,0.89,0.98,1.03
4,29%,-1%,7%,-9%,27%,10%,10%,12%
