,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-0.24
1,,,,,,,,4
2,-,-,-,-,-,-,-,-0.23
3,-0.15,-0.16,-0.19,-0.65,-0.15,-0.21,-0.31,-0.17
4,-,-129%,-90%,-364%,0%,-31%,-63%,74%
