,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.14,0.16,0.13,0.13,-,-,0.08,0.04
1,4,3,3,3,,,3,3
2,0.15,0.15,0.12,0.15,0.13,0.05,0.07,0.07
3,0.11,0.19,-0.07,0.12,0.32,0.08,-0.10,0.09
4,10%,12%,-144%,9%,191%,-58%,-43%,-25%
