,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.12,0.68,0.86,1.20,1.45,1.33,1.71,1.82
1,11,6,9,7,8,8,11,7
2,1.08,0.70,0.85,1.15,1.40,1.23,1.72,1.80
3,1.14,0.74,1.15,1.34,1.49,1.28,1.72,1.82
4,3%,25%,34%,33%,31%,73%,50%,36%
