,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.34,0.38,-,-,-,-,-
1,,4,3,,,,,
2,0.29,0.35,0.37,0.31,0.29,0.27,0.32,0.38
3,0.33,0.41,0.34,0.38,0.27,0.30,0.38,0.37
4,38%,95%,36%,46%,-18%,-27%,12%,-1%
