,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.85,0.60,-0.24,0.28,0.37,0.23,0.65,0.90
1,18,14,13,8,5,7,7,5
2,0.84,0.58,-0.30,0.25,0.34,0.20,0.60,0.87
3,0.85,0.45,-0.29,0.34,0.17,0.22,0.71,0.83
4,13%,-43%,-126%,-65%,-80%,-51%,345%,144%
