,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.58,0.79,0.40,0.50,0.83,1.96,3.43,4.93
1,14,15,10,9,7,10,12,7
2,0.56,0.79,0.37,0.47,0.76,1.86,3.31,4.80
3,0.62,0.88,0.47,0.51,0.97,2.10,3.40,4.96
4,-53%,-3%,-46%,-26%,56%,139%,623%,873%
