,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
232,GRRB,Grandsouth Bancorp,2022-01-19T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
233,MCB,Metropolitan Bank Holding Corp,2022-01-19T10:59:00.000Z,TNS,1.42,,,EST,-18000000,EQUITY
234,TRST,TrustCo Bank Corp N Y,2022-01-19T10:59:00.000Z,TNS,0.74,,,EST,-18000000,EQUITY
235,UBCP,United Bancorp Inc,2022-01-19T10:59:00.000Z,TNS,0.35,,,EST,-18000000,EQUITY
236,PACW,PacWest Bancorp,2022-01-19T21:00:00.000Z,AMC,1.01,,,EST,-18000000,EQUITY
237,USB,US Bancorp,2022-01-19T13:30:00.000Z,BMO,1.11,,,EST,-18000000,EQUITY
238,TCBI,Texas Capital Bancshares Inc,2022-01-19T16:00:00.000Z,TAS,0.92,,,EST,-18000000,EQUITY
239,SASR,Sandy Spring Bancorp Inc,2022-01-19T13:30:00.000Z,BMO,1.09,,,EST,-18000000,EQUITY
240,FBC,Flagstar Bancorp Inc,2022-01-19T13:30:00.000Z,BMO,1.69,,,EST,-18000000,EQUITY
241,BKU,BankUnited Inc,2022-01-19T13:30:00.000Z,BMO,0.94,,,EST,-18000000,EQUITY
242,RBNC,Reliant Bancorp Inc,2022-01-19T21:00:00.000Z,AMC,0.69,,,EST,-18000000,EQUITY
243,GFED,Guaranty Federal Bancshares Inc,2022-01-19T10:59:00.000Z,TNS,0.58,,,EST,-18000000,EQUITY
244,HSBI,Heritage Southeast Bancorporation Inc,2022-01-19T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
245,BANR,Banner Corp,2022-01-19T10:59:00.000Z,TNS,1.18,,,EST,-18000000,EQUITY
246,BANF,BancFirst Corp,2022-01-19T10:59:00.000Z,TNS,1.08,,,EST,-18000000,EQUITY
247,INDB,Independent Bank Corp (Massachusetts),2022-01-19T10:59:00.000Z,TNS,1.06,,,EST,-18000000,EQUITY
248,SBNY,Signature Bank,2022-01-19T13:30:00.000Z,BMO,3.94,,,EST,-18000000,EQUITY
249,PKBK,Parke Bancorp Inc,2022-01-19T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
250,WABC,Westamerica Bancorp,2022-01-19T10:59:00.000Z,TNS,0.81,,,EST,-18000000,EQUITY
251,PG,Procter & Gamble Co,2022-01-19T13:30:00.000Z,BMO,1.66,,,EST,-18000000,EQUITY
252,WBS,Webster Financial Corp,2022-01-19T13:30:00.000Z,BMO,1.12,,,EST,-18000000,EQUITY
253,CFG,Citizens Financial Group Inc,2022-01-19T13:30:00.000Z,BMO,1.12,,,EST,-18000000,EQUITY
254,FAST,Fastenal Co,2022-01-19T07:00:00.000Z,TAS,0.37,,,EST,-18000000,EQUITY
255,CMA,Comerica Inc,2022-01-19T13:30:00.000Z,BMO,1.58,,,EST,-18000000,EQUITY
256,INTC,Intel Corp,2022-01-19T21:00:00.000Z,AMC,0.9,,,EST,-18000000,EQUITY
257,CZNC,Citizens & Northern Corp,2022-01-19T21:00:00.000Z,AMC,0.49,,,EST,-18000000,EQUITY
258,GUROF,Guru Organic Energy Corp,2022-01-19T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
259,TAL,TAL Education Group,2022-01-19T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
260,PBCT,People's United Financial Inc,2022-01-19T10:59:00.000Z,TNS,0.31,,,EST,-18000000,EQUITY
261,FVCB,FVCBankcorp Inc,2022-01-19T21:00:00.000Z,AMC,0.46,,,EST,-18000000,EQUITY
262,UNH,UnitedHealth Group Inc,2022-01-19T13:30:00.000Z,BMO,4.31,,,EST,-18000000,EQUITY
263,WNS,WNS (Holdings) Ltd,2022-01-19T06:00:00.000Z,TAS,0.83,,,EST,-18000000,EQUITY
264,RHUHF,Richelieu Hardware Ltd,2022-01-19T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
265,PLD,Prologis Inc,2022-01-19T13:30:00.000Z,BMO,0.6,,,EST,-18000000,EQUITY
266,LYTS,LSI Industries Inc,2022-01-19T13:30:00.000Z,BMO,0.06,,,EST,-18000000,EQUITY
267,MS,Morgan Stanley,2022-01-19T13:30:00.000Z,BMO,1.89,,,EST,-18000000,EQUITY
268,SRCE,1st Source Corp,2022-01-20T16:00:00.000Z,TAS,1.14,,,EST,-18000000,EQUITY
269,WRLD,World Acceptance Corp,2022-01-20T13:30:00.000Z,BMO,1.6,,,EST,-18000000,EQUITY
270,ASB,Associated Banc-Corp,2022-01-20T21:00:00.000Z,AMC,0.41,,,EST,-18000000,EQUITY
271,AMTB,Amerant Bancorp Inc,2022-01-20T13:30:00.000Z,BMO,0.4,,,EST,-18000000,EQUITY
272,ATLO,Ames National Corp,2022-01-20T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
273,ADXS,Advaxis Inc,2022-01-20T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
274,BKR,Baker Hughes Co,2022-01-20T07:00:00.000Z,TAS,0.28,,,EST,-18000000,EQUITY
275,CBAN,Colony Bankcorp Inc,2022-01-20T10:59:00.000Z,TNS,0.46,,,EST,-18000000,EQUITY
276,CCBC,Chino Commercial Bancorp,2022-01-20T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
277,FITB,Fifth Third Bancorp,2022-01-20T13:30:00.000Z,BMO,0.9,,,EST,-18000000,EQUITY
278,UNTY,Unity Bancorp Inc,2022-01-20T10:59:00.000Z,TNS,0.86,,,EST,-18000000,EQUITY
279,FBSI,First Bancshares Inc (Missouri),2022-01-20T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
280,GCBC,Greene County Bancorp Inc,2022-01-20T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
281,HOMB,Home BancShares Inc,2022-01-20T13:30:00.000Z,BMO,0.42,,,EST,-18000000,EQUITY
282,BLKLF,Blackline Safety Corp,2022-01-20T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
283,MTB,M&T Bank Corp,2022-01-20T13:30:00.000Z,BMO,2.31,,,EST,-18000000,EQUITY
284,HBAN,Huntington Bancshares Inc,2022-01-20T13:30:00.000Z,BMO,0.33,,,EST,-18000000,EQUITY
285,MCBS,Metrocity Bankshares Inc,2022-01-20T10:59:00.000Z,TNS,0.66,,,EST,-18000000,EQUITY
286,PBIP,Prudential Bancorp Inc,2022-01-20T10:59:00.000Z,TNS,0.22,,,EST,-18000000,EQUITY
287,CIBH,CIB Marine Bancshares Inc,2022-01-20T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
288,BIOQ,Bioqual Inc,2022-01-20T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
289,BOTJ,Bank of the James,2022-01-20T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
290,VABK,Virginia National Bankshares Corp,2022-01-20T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
291,NTRS,Northern Trust Corp,2022-01-20T13:30:00.000Z,BMO,1.81,,,EST,-18000000,EQUITY
292,RF,Regions Financial Corp,2022-01-20T13:30:00.000Z,BMO,0.48,,,EST,-18000000,EQUITY
293,FHN,First Horizon Corp,2022-01-20T13:30:00.000Z,BMO,0.38,,,EST,-18000000,EQUITY
294,TRV,Travelers Companies Inc,2022-01-20T13:30:00.000Z,BMO,3.8,,,EST,-18000000,EQUITY
295,CSX,CSX Corp,2022-01-20T21:00:00.000Z,AMC,0.42,,,EST,-18000000,EQUITY
296,SNV,Synovus Financial Corp,2022-01-20T13:30:00.000Z,BMO,1.09,,,EST,-18000000,EQUITY
297,UNP,Union Pacific Corp,2022-01-20T08:00:00.000Z,TAS,2.66,,,EST,-18000000,EQUITY
298,CHMG,Chemung Financial Corp,2022-01-20T13:30:00.000Z,BMO,1.26,,,EST,-18000000,EQUITY
299,EDU,New Oriental Education & Technology Group Inc,2022-01-20T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
300,SIVB,SVB Financial Group,2022-01-20T21:00:00.000Z,AMC,6.46,,,EST,-18000000,EQUITY
301,FHB,First Hawaiian Inc,2022-01-20T13:30:00.000Z,BMO,0.47,,,EST,-18000000,EQUITY
302,ISRG,Intuitive Surgical Inc,2022-01-20T21:00:00.000Z,AMC,1.28,,,EST,-18000000,EQUITY
303,PPG,PPG Industries Inc,2022-01-20T21:00:00.000Z,AMC,1.2,,,EST,-18000000,EQUITY
304,NFLX,Netflix Inc,2022-01-20T16:00:00.000Z,TAS,0.82,,,EST,-18000000,EQUITY
305,IIIN,Insteel Industries Inc,2022-01-20T06:30:00.000Z,TAS,0.91,,,EST,-18000000,EQUITY
306,KEY,KeyCorp,2022-01-20T13:30:00.000Z,BMO,0.56,,,EST,-18000000,EQUITY
307,ALLY,Ally Financial Inc,2022-01-21T07:30:00.000Z,TAS,1.95,,,EST,-18000000,EQUITY
308,CZFS,Citizens Financial Services Inc,2022-01-21T21:00:00.000Z,AMC,1.81,,,EST,-18000000,EQUITY
309,GHG,GreenTree Hospitality Group Ltd,2022-01-21T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
310,NEW,Puxin Ltd,2022-01-21T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
311,SLB,Schlumberger NV,2022-01-21T07:00:00.000Z,TAS,0.39,,,EST,-18000000,EQUITY
312,MMM,3M Co,2022-01-24T13:30:00.000Z,BMO,2.03,,,EST,-18000000,EQUITY
313,AUB,Atlantic Union Bankshares Corp,2022-01-24T13:30:00.000Z,BMO,0.65,,,EST,-18000000,EQUITY
314,ADM,Archer-Daniels-Midland Co,2022-01-24T13:30:00.000Z,BMO,1.22,,,EST,-18000000,EQUITY
315,ALK,Alaska Air Group Inc,2022-01-24T13:30:00.000Z,BMO,0.2,,,EST,-18000000,EQUITY
316,AGYS,Agilysys Inc,2022-01-24T21:00:00.000Z,AMC,0.15,,,EST,-18000000,EQUITY
317,ALV,Autoliv Inc,2022-01-24T06:00:00.000Z,TAS,1.15,,,EST,-18000000,EQUITY
318,ASRV,Ameriserv Financial Inc,2022-01-24T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
319,AGNC,AGNC Investment Corp,2022-01-24T10:59:00.000Z,TNS,0.68,,,EST,-18000000,EQUITY
320,ROK,Rockwell Automation Inc,2022-01-24T13:30:00.000Z,BMO,1.95,,,EST,-18000000,EQUITY
321,FFMH,First Farmers and Merchants Corp,2022-01-24T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
322,AMD,Advanced Micro Devices Inc,2022-01-24T10:59:00.000Z,TNS,0.76,,,EST,-18000000,EQUITY
323,GABC,German American Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,0.73,,,EST,-18000000,EQUITY
324,AUDC,AudioCodes Ltd,2022-01-24T13:30:00.000Z,BMO,0.38,,,EST,-18000000,EQUITY
325,NPPTF,Neptune Digital Assets Corp,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
326,ZION,Zions Bancorporation NA,2022-01-24T21:00:00.000Z,AMC,1.3,,,EST,-18000000,EQUITY
327,SFST,Southern First Bancshares Inc,2022-01-24T13:30:00.000Z,BMO,1.19,,,EST,-18000000,EQUITY
328,PPBI,Pacific Premier Bancorp Inc,2022-01-24T13:30:00.000Z,BMO,0.84,,,EST,-18000000,EQUITY
329,IBM,International Business Machines Corp,2022-01-24T21:00:00.000Z,AMC,3.46,,,EST,-18000000,EQUITY
330,CADE,Cadence Bank,2022-01-24T10:59:00.000Z,TNS,-0.38,,,EST,-18000000,EQUITY
331,BOH,Bank of Hawaii Corp,2022-01-24T13:30:00.000Z,BMO,1.37,,,EST,-18000000,EQUITY
332,BHLB,Berkshire Hills Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,0.42,,,EST,-18000000,EQUITY
333,CATC,Cambridge Bancorp,2022-01-24T13:30:00.000Z,BMO,1.91,,,EST,-18000000,EQUITY
334,BSRR,Sierra Bancorp,2022-01-24T13:30:00.000Z,BMO,0.66,,,EST,-18000000,EQUITY
335,BXP,Boston Properties Inc,2022-01-24T10:59:00.000Z,TNS,0.52,,,EST,-18000000,EQUITY
336,NWBI,Northwest Bancshares Inc,2022-01-24T10:59:00.000Z,TNS,0.22,,,EST,-18000000,EQUITY
337,WRB,W R Berkley Corp,2022-01-24T10:59:00.000Z,TNS,1.24,,,EST,-18000000,EQUITY
338,SFBS,ServisFirst Bancshares Inc,2022-01-24T10:59:00.000Z,TNS,0.98,,,EST,-18000000,EQUITY
339,CSBB,CSB Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
340,HBCP,Home Bancorp Inc,2022-01-24T13:30:00.000Z,BMO,1.2,,,EST,-18000000,EQUITY
341,HOPE,Hope Bancorp Inc,2022-01-24T10:59:00.000Z,TNS,0.41,,,EST,-18000000,EQUITY
342,EQBK,Equity Bancshares Inc,2022-01-24T21:00:00.000Z,AMC,0.58,,,EST,-18000000,EQUITY
343,FCNCA,First Citizens BancShares Inc (Delaware),2022-01-24T10:59:00.000Z,TNS,5.95,,,EST,-18000000,EQUITY
344,MBCN,Middlefield Banc Corp,2022-01-24T13:30:00.000Z,BMO,0.74,,,EST,-18000000,EQUITY
345,TSBK,Timberland Bancorp Inc,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
346,BMRC,Bank of Marin Bancorp,2022-01-24T13:30:00.000Z,BMO,0.58,,,EST,-18000000,EQUITY
347,CCBG,Capital City Bank Group Inc,2022-01-24T13:30:00.000Z,BMO,0.46,,,EST,-18000000,EQUITY
348,FRBK,Republic First Bancorp Inc,2022-01-24T13:30:00.000Z,BMO,0.08,,,EST,-18000000,EQUITY
349,LBC,Luther Burbank Corp,2022-01-24T21:00:00.000Z,AMC,0.43,,,EST,-18000000,EQUITY
350,SBKK,Suncrest Bank,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
351,MCBI,Mountain Commerce Bancorp Inc,2022-01-24T13:30:00.000Z,BMO,0.78,,,EST,-18000000,EQUITY
352,PFBC,Preferred Bank,2022-01-24T10:59:00.000Z,TNS,1.72,,,EST,-18000000,EQUITY
353,STXB,Spirit of Texas Bancshares Inc,2022-01-24T21:00:00.000Z,AMC,0.55,,,EST,-18000000,EQUITY
354,WNEB,Western New England Bancorp Inc,2022-01-24T10:59:00.000Z,TNS,0.24,,,EST,-18000000,EQUITY
355,BUSE,First Busey Corp,2022-01-24T17:00:00.000Z,TAS,0.55,,,EST,-18000000,EQUITY
356,CBU,Community Bank System Inc,2022-01-24T13:30:00.000Z,BMO,0.81,,,EST,-18000000,EQUITY
357,BOOT,Boot Barn Holdings Inc,2022-01-24T21:00:00.000Z,AMC,1.9,,,EST,-18000000,EQUITY
358,ICNAF,Icanic Brands Company Inc,2022-01-24T07:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
359,GSBC,Great Southern Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,1.27,,,EST,-18000000,EQUITY
360,BRO,Brown & Brown Inc,2022-01-24T10:59:00.000Z,TNS,0.39,,,EST,-18000000,EQUITY
361,FMBI,First Midwest Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,0.44,,,EST,-18000000,EQUITY
362,BFST,Business First Bancshares Inc,2022-01-24T21:00:00.000Z,AMC,0.51,,,EST,-18000000,EQUITY
363,RBB,RBB Bancorp,2022-01-24T21:00:00.000Z,AMC,0.73,,,EST,-18000000,EQUITY
364,OFG,OFG Bancorp,2022-01-24T13:30:00.000Z,BMO,0.76,,,EST,-18000000,EQUITY
365,PEBO,Peoples Bancorp Inc,2022-01-24T13:30:00.000Z,BMO,0.69,,,EST,-18000000,EQUITY
366,FBMS,First Bancshares Inc (Mississippi),2022-01-24T10:59:00.000Z,TNS,0.75,,,EST,-18000000,EQUITY
367,FSRL,First Reliance Bancshares Inc,2022-01-24T13:30:00.000Z,BMO,0.12,,,EST,-18000000,EQUITY
368,KSBI,Ks Bancorp Inc,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
369,KTHN,Katahdin Bankshares Corp,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
370,UMBF,UMB Financial Corp,2022-01-24T10:59:00.000Z,TNS,1.86,,,EST,-18000000,EQUITY
371,LMT,Lockheed Martin Corp,2022-01-24T13:30:00.000Z,BMO,7.15,,,EST,-18000000,EQUITY
372,RNST,Renasant Corp,2022-01-24T10:59:00.000Z,TNS,0.64,,,EST,-18000000,EQUITY
373,PRK,Park National Corp,2022-01-24T10:59:00.000Z,TNS,2.1,,,EST,-18000000,EQUITY
374,CVLG,Covenant Logistics Group Inc,2022-01-24T21:00:00.000Z,AMC,1.05,,,EST,-18000000,EQUITY
375,JJSF,J & J Snack Foods Corp,2022-01-24T16:00:00.000Z,TAS,0.73,,,EST,-18000000,EQUITY
376,ISTR,Investar Holding Corp,2022-01-24T10:59:00.000Z,TNS,0.55,,,EST,-18000000,EQUITY
377,HXL,Hexcel Corp,2022-01-24T21:00:00.000Z,AMC,0.13,,,EST,-18000000,EQUITY
378,CAC,Camden National Corp,2022-01-24T13:30:00.000Z,BMO,1.04,,,EST,-18000000,EQUITY
379,FCAP,First Capital Inc,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
380,FRAF,Franklin Financial Services Corp,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
381,HAL,Halliburton Co,2022-01-24T13:30:00.000Z,BMO,0.34,,,EST,-18000000,EQUITY
382,SCCO,Southern Copper Corp,2022-01-24T21:00:00.000Z,AMC,1.12,,,EST,-18000000,EQUITY
383,RTX,Raytheon Technologies Corp,2022-01-24T13:30:00.000Z,BMO,1.02,,,EST,-18000000,EQUITY
384,SBUX,Starbucks Corp,2022-01-24T10:59:00.000Z,TNS,0.8,,,EST,-18000000,EQUITY
385,CIT,CIT Group Inc,2022-01-24T08:00:00.000Z,TAS,0.95,,,EST,-18000000,EQUITY
386,CLS,Celestica Inc,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
387,MSFT,Microsoft Corp,2022-01-24T10:59:00.000Z,TNS,2.31,,,EST,-18000000,EQUITY
388,NAVI,Navient Corp,2022-01-24T16:14:00.000Z,TAS,0.85,,,EST,-18000000,EQUITY
389,PFC,Premier Financial Corp (OHIO),2022-01-24T10:59:00.000Z,TNS,0.76,,,EST,-18000000,EQUITY
390,TRMK,Trustmark Corp,2022-01-24T10:59:00.000Z,TNS,0.49,,,EST,-18000000,EQUITY
391,CHRW,CH Robinson Worldwide Inc,2022-01-24T10:59:00.000Z,TNS,1.79,,,EST,-18000000,EQUITY
392,EHC,Encompass Health Corp,2022-01-24T10:59:00.000Z,TNS,1.05,,,EST,-18000000,EQUITY
393,FCF,First Commonwealth Financial Corp,2022-01-24T21:00:00.000Z,AMC,0.33,,,EST,-18000000,EQUITY
394,CR,Crane Co,2022-01-24T21:00:00.000Z,AMC,1.13,,,EST,-18000000,EQUITY
395,FUL,HB Fuller Co,2022-01-24T10:59:00.000Z,TNS,1.08,,,EST,-18000000,EQUITY
396,CCNE,CNB Financial Corp,2022-01-24T10:59:00.000Z,TNS,0.79,,,EST,-18000000,EQUITY
397,COF,Capital One Financial Corp,2022-01-24T10:59:00.000Z,TNS,5.28,,,EST,-18000000,EQUITY
398,EFSC,Enterprise Financial Services Corp,2022-01-24T10:59:00.000Z,TNS,1.19,,,EST,-18000000,EQUITY
399,FBK,FB Financial Corp,2022-01-24T21:00:00.000Z,AMC,0.8,,,EST,-18000000,EQUITY
400,HAFC,Hanmi Financial Corp,2022-01-24T10:59:00.000Z,TNS,0.6,,,EST,-18000000,EQUITY
401,CHCO,City Holding Co,2022-01-24T13:30:00.000Z,BMO,1.33,,,EST,-18000000,EQUITY
402,XRX,Xerox Holdings Corp,2022-01-24T13:30:00.000Z,BMO,0.33,,,EST,-18000000,EQUITY
403,WSFS,WSFS Financial Corp,2022-01-24T10:59:00.000Z,TNS,0.63,,,EST,-18000000,EQUITY
404,QNBC,QNB Corp,2022-01-24T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
405,STLD,Steel Dynamics Inc,2022-01-24T10:59:00.000Z,TNS,5.66,,,EST,-18000000,EQUITY
406,ELS,Equity LifeStyle Properties Inc,2022-01-24T10:59:00.000Z,TNS,0.33,,,EST,-18000000,EQUITY
407,ESQ,Esquire Financial Holdings Inc,2022-01-24T13:30:00.000Z,BMO,0.65,,,EST,-18000000,EQUITY
408,NEE,Nextera Energy Inc,2022-01-24T13:30:00.000Z,BMO,0.4,,,EST,-18000000,EQUITY
409,NEP,Nextera Energy Partners LP,2022-01-24T13:30:00.000Z,BMO,0.31,,,EST,-18000000,EQUITY
410,FCX,Freeport-McMoRan Inc,2022-01-24T13:30:00.000Z,BMO,0.88,,,EST,-18000000,EQUITY
411,FFWM,First Foundation Inc,2022-01-24T13:30:00.000Z,BMO,0.35,,,EST,-18000000,EQUITY
412,FLXS,Flexsteel Industries Inc,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
413,HTLF,Heartland Financial USA Inc,2022-01-24T10:59:00.000Z,TNS,1.22,,,EST,-18000000,EQUITY
414,FFIV,F5 Inc,2022-01-24T10:59:00.000Z,TNS,2.78,,,EST,-18000000,EQUITY
415,GGG,Graco Inc,2022-01-24T10:59:00.000Z,TNS,0.63,,,EST,-18000000,EQUITY
416,IMPNF,Imperial Mining Group Ltd,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
417,RNR,Renaissancere Holdings Ltd,2022-01-24T10:59:00.000Z,TNS,4.0,,,EST,-18000000,EQUITY
418,PSBQ,PSB Holdings Inc,2022-01-24T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
419,HINOF,Hino Motors Ltd,2022-01-25T01:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
420,HA,Hawaiian Holdings Inc,2022-01-24T10:59:00.000Z,TNS,-1.7,,,EST,-18000000,EQUITY
421,HMST,HomeStreet Inc,2022-01-24T10:59:00.000Z,TNS,1.31,,,EST,-18000000,EQUITY
422,SLGN,Silgan Holdings Inc,2022-01-24T10:59:00.000Z,TNS,0.73,,,EST,-18000000,EQUITY
423,QTWO,Q2 Holdings Inc,2022-01-24T10:59:00.000Z,TNS,0.05,,,EST,-18000000,EQUITY
424,IDW,IDW Media Holdings Inc,2022-01-24T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
425,VBTX,Veritex Holdings Inc,2022-01-24T21:00:00.000Z,AMC,0.72,,,EST,-18000000,EQUITY
426,IVZ,Invesco Ltd,2022-01-24T07:00:00.000Z,TAS,0.75,,,EST,-18000000,EQUITY
427,WSBC,WesBanco Inc,2022-01-24T10:59:00.000Z,TNS,0.7,,,EST,-18000000,EQUITY
428,PCAR,Paccar Inc,2022-01-24T13:30:00.000Z,BMO,1.31,,,EST,-18000000,EQUITY
429,TXN,Texas Instruments Inc,2022-01-24T10:59:00.000Z,TNS,1.94,,,EST,-18000000,EQUITY
430,LRN,Stride Inc,2022-01-24T10:59:00.000Z,TNS,0.77,,,EST,-18000000,EQUITY
431,MRTN,Marten Transport Ltd,2022-01-24T10:59:00.000Z,TNS,0.26,,,EST,-18000000,EQUITY
432,AMP,Ameriprise Financial Inc,2022-01-25T10:59:00.000Z,TNS,5.66,,,EST,-18000000,EQUITY
433,AGFMF,AGF Management Ltd,2022-01-25T08:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
434,AXP,American Express Co,2022-01-25T13:30:00.000Z,BMO,1.79,,,EST,-18000000,EQUITY
435,ADX,Adams Diversified Equity Fund Inc,2022-01-25T13:30:00.000Z,BMO,,,,EST,-18000000,EQUITY
436,PKG,Packaging Corp of America,2022-01-25T21:00:00.000Z,AMC,2.06,,,EST,-18000000,EQUITY
437,AZPN,Aspen Technology Inc,2022-01-25T10:59:00.000Z,TNS,1.29,,,EST,-18000000,EQUITY
438,USAP,Universal Stainless & Alloy Products Inc,2022-01-25T13:30:00.000Z,BMO,-0.13,,,EST,-18000000,EQUITY
439,AAPL,Apple Inc,2022-01-25T21:00:00.000Z,AMC,1.88,,,EST,-18000000,EQUITY
440,ABT,Abbott Laboratories,2022-01-25T13:30:00.000Z,BMO,1.19,,,EST,-18000000,EQUITY
441,APH,Amphenol Corp,2022-01-25T13:30:00.000Z,BMO,0.63,,,EST,-18000000,EQUITY
442,ALRS,Alerus Financial Corp,2022-01-25T21:00:00.000Z,AMC,0.53,,,EST,-18000000,EQUITY
443,ARAY,Accuray Inc,2022-01-25T10:59:00.000Z,TNS,0.01,,,EST,-18000000,EQUITY
444,AVT,Avnet Inc,2022-01-25T10:59:00.000Z,TNS,1.27,,,EST,-18000000,EQUITY
445,ISBC,Investors Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,0.32,,,EST,-18000000,EQUITY
446,CATY,Cathay General Bancorp,2022-01-25T10:59:00.000Z,TNS,0.92,,,EST,-18000000,EQUITY
447,CVLY,Codorus Valley Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
448,HBMD,Howard Bancorp Inc,2022-01-25T21:00:00.000Z,AMC,0.31,,,EST,-18000000,EQUITY
449,SYBT,Stock Yards Bancorp Inc,2022-01-25T13:30:00.000Z,BMO,0.43,,,EST,-18000000,EQUITY
450,WASH,Washington Trust Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,0.98,,,EST,-18000000,EQUITY
451,EGBN,Eagle Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,1.17,,,EST,-18000000,EQUITY
452,CBNK,Capital Bancorp Inc,2022-01-25T13:30:00.000Z,BMO,0.68,,,EST,-18000000,EQUITY
453,CUBI,Customers Bancorp Inc,2022-01-25T21:00:00.000Z,AMC,2.9,,,EST,-18000000,EQUITY
454,SAL,Salisbury Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,1.31,,,EST,-18000000,EQUITY
455,SEPOF,Blumetric Environmental Inc,2022-01-25T21:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
456,TCBK,Trico Bancshares,2022-01-25T13:30:00.000Z,BMO,0.86,,,EST,-18000000,EQUITY
457,HWBK,Hawthorn Bancshares Inc,2022-01-25T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
458,FDBC,Fidelity D&D Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
459,ESSA,ESSA Bancorp Inc,2022-01-25T21:00:00.000Z,AMC,0.45,,,EST,-18000000,EQUITY
460,LOB,Live Oak Bancshares Inc,2022-01-25T10:59:00.000Z,TNS,0.7,,,EST,-18000000,EQUITY
461,BRKL,Brookline Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,0.33,,,EST,-18000000,EQUITY
462,CVCY,Central Valley Community Bancorp,2022-01-25T16:00:00.000Z,TAS,0.52,,,EST,-18000000,EQUITY
463,OSBC,Old Second Bancorp Inc,2022-01-25T21:00:00.000Z,AMC,0.23,,,EST,-18000000,EQUITY
464,NBTB,NBT Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,0.85,,,EST,-18000000,EQUITY
465,OBNK,Origin Bancorp Inc,2022-01-25T10:59:00.000Z,TNS,0.94,,,EST,-18000000,EQUITY
466,ESBK,Elmira Savings Bank,2022-01-25T10:59:00.000Z,TNS,,,,EST,-18000000,EQUITY
467,FNWD,Finward Bancorp,2022-01-25T21:00:00.000Z,AMC,,,,EST,-18000000,EQUITY
468,FBNC,First Bancorp (North Carolina),2022-01-25T10:59:00.000Z,TNS,0.53,,,EST,-18000000,EQUITY
469,GWB,Great Western Bancorp Inc,2022-01-25T13:30:00.000Z,BMO,0.73,,,EST,-18000000,EQUITY
