,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.08,0.04,-,-,-,0.15,-,-
1,3,4,,,,3,,
2,0.05,0.02,-0.29,0.17,0.11,-,-,-
3,-0.20,0.20,0.62,0.52,0.14,-0.66,0.58,0.82
4,-82%,322%,1140%,-44%,170%,-430%,-6%,58%
