,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.25,0.87,0.56,0.60,-,0.73,0.68,-
1,5,6,6,3,,3,3,
2,1.24,0.89,0.55,0.56,0.82,0.70,0.61,0.81
3,1.26,0.96,0.62,0.59,0.84,0.85,0.71,0.84
4,12%,-1%,-24%,-30%,-33%,-11%,15%,42%
