,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.04,2.06,1.28,2.21,2.38,-,2.47,-
1,6,6,4,3,3,,3,
2,1.93,2.03,1.13,2.18,2.34,0.92,2.38,0.60
3,2.01,2.23,1.63,2.46,3.02,1.66,2.85,0.85
4,33%,14%,-13%,6%,50%,-26%,75%,-65%
