,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.59,0.61,-0.95,0.37,0.58,0.29,0.78,1.11
1,19,23,11,14,4,11,11,10
2,1.55,0.50,-0.91,0.31,0.63,0.20,0.74,1.03
3,1.58,-0.98,-1.11,0.83,0.32,0.39,0.88,1.19
4,24%,-195%,-177%,-47%,-80%,140%,179%,43%
