,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.47,1.29,1.22,1.84,2.09,2.06,2.56,3.10
1,7,8,7,11,7,6,4,5
2,1.43,1.25,1.16,1.78,1.94,1.93,2.48,3.04
3,1.48,1.37,1.68,2.10,2.15,2.02,2.76,2.95
4,23%,29%,17%,37%,45%,47%,64%,40%
