,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.12,0.24,0.46,0.41,0.24,0.61,0.40
1,,4,5,5,5,7,7,6
2,-,0.10,0.21,0.44,0.38,0.20,0.58,0.36
3,0.24,0.13,0.47,0.52,0.45,0.27,0.59,0.45
4,-41%,-43%,4%,100%,88%,108%,26%,-13%
