,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,1.53,0.91,1.12,1.91,1.84,1.36,2.16,2.78
1,8,8,6,5,4,7,6,6
2,1.57,0.87,1.10,1.86,1.73,1.23,2.06,2.71
3,1.51,1.28,1.57,2.02,1.94,1.56,2.25,2.73
4,22%,47%,39%,14%,28%,22%,43%,35%
