,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.13,2.21,1.12,1.78,1.80,2.97,4.47,4.92
1,11,8,5,7,5,4,3,4
2,2.09,2.25,1.05,1.71,1.72,2.98,4.46,4.75
3,1.99,2.29,1.30,1.95,2.09,3.46,5.02,4.82
4,-16%,-13%,-45%,-23%,5%,51%,286%,147%
