,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,-,-,-,-
3,0.87,1.99,3.10,2.86,2.66,2.58,3.79,3.78
4,-20%,169%,167%,175%,206%,30%,22%,32%
