,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.50,0.57,0.50,-,0.71,-,-,-
1,3,6,8,,4,,,
2,0.49,0.56,0.48,0.61,0.69,0.80,0.93,0.85
3,0.59,0.58,0.48,0.80,0.85,0.84,0.96,0.87
4,146%,66%,41%,48%,44%,45%,100%,9%
