,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.53,0.44,1.15,1.94,0.57,1.01,0.97,2.03
1,5,5,3,5,6,5,3,3
2,0.62,0.52,1.18,2.35,0.45,0.90,0.94,1.86
3,1.73,0.49,1.47,2.00,2.10,-0.33,4.40,6.60
4,512%,44%,109%,6%,22%,-167%,200%,230%
