,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.40,0.44,0.70,0.74,-,0.48,0.73,0.74
1,7,5,3,3,,4,4,4
2,0.38,0.43,0.69,0.75,0.47,0.45,0.71,0.75
3,0.45,0.46,0.69,0.72,0.54,0.52,0.72,0.76
4,22%,31%,8%,4%,20%,13%,4%,6%
