,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22,FQ3 '22
0,-,0.27,-0.19,1.16,1.48,1.16,1.39,1.66
1,,7,8,12,7,5,4,12
2,0.77,0.14,-0.14,1.07,1.37,1.09,1.12,1.03
3,0.85,0.19,0.87,1.64,1.44,2.09,2.30,1.16
4,29%,-53%,64%,44%,70%,1006%,165%,-29%
