,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.74,1.35,-0.80,0.48,0.79,0.94,1.77,1.58
1,5,7,8,3,4,5,4,4
2,1.71,1.41,-0.94,0.37,0.63,0.87,1.71,1.36
3,1.78,1.45,-0.87,0.80,0.39,1.75,1.94,1.55
4,5%,-24%,-151%,-48%,-78%,21%,323%,94%
