,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.20,-0.26,-0.33,-1.19,0.14,0.47,1.38,1.83
1,24,19,15,12,11,13,23,21
2,-0.22,-0.25,-0.38,-1.38,0.11,0.45,1.29,1.76
3,-0.31,-0.23,-0.02,-1.17,0.26,0.79,1.49,2.05
4,-147%,0%,-100%,-166%,184%,443%,7550%,275%
