,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.13,0.14,0.19,0.19,0.19,0.15,0.16,0.06
1,4,12,14,7,15,11,11,12
2,0.14,0.15,0.17,0.22,0.18,0.13,0.14,0.05
3,0.10,0.16,0.21,0.23,0.19,0.17,0.16,0.12
4,-9%,75%,94%,89%,90%,8%,-25%,-48%
