,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.91,0.77,0.60,0.83,0.88,0.91,0.99,1.09
1,10,9,6,4,4,5,4,6
2,0.89,0.75,0.59,0.81,0.81,0.85,0.96,1.05
3,0.91,0.77,0.81,1.00,1.00,0.93,1.09,1.11
4,14%,5%,3%,10%,10%,21%,35%,11%
