,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-1.17,-1.44,-0.89,-0.79,-0.83,-0.82,-
1,,3,3,3,3,4,3,
2,-,-1.26,-1.31,-0.95,-0.82,-0.87,-0.88,-0.79
3,-0.87,-2.09,-0.80,-0.96,-0.78,-0.93,-0.89,-0.84
4,34%,-33%,42%,20%,10%,56%,-11%,13%
