,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.47,2.34,2.77,2.87,2.66,3.21,3.37,3.30
1,12,12,9,12,9,9,6,12
2,2.41,2.30,2.66,2.57,2.53,3.07,3.27,3.16
3,2.53,2.73,3.40,2.85,2.71,3.39,3.62,3.54
4,14%,29%,40%,16%,7%,24%,6%,24%
