,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.11,0.03,0.18,0.78,0.93,1.50,1.57,1.52
1,24,22,14,14,8,7,7,13
2,1.08,-0.19,0.13,0.74,0.90,1.37,1.39,1.51
3,1.10,0.45,0.69,0.63,1.24,1.73,2.12,2.00
4,0%,-55%,-29%,-48%,13%,284%,207%,217%
