,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.33,-0.14,-0.15,0,0.23,0.38,1.53,2.29
1,17,12,13,14,14,11,21,22
2,0.25,-0.18,-0.49,-0.10,0.22,0.35,1.50,2.22
3,0.25,0.04,-0.31,-0.02,0.14,0.07,1.46,2.33
4,-55%,150%,-149%,-106%,-44%,75%,571%,11750%
