,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.75,0.64,-,-,-,0.83,-,-
1,3,4,,,,4,,
2,0.74,0.67,0.85,1.02,1.13,0.81,0.97,1.05
3,0.52,0.76,1.18,1.26,0.94,0.83,1.00,1.00
4,-10%,49%,71%,42%,81%,9%,-15%,-21%
