,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.14,0.11,0.15,0.16,-,0.15,0.14,0.15
1,9,8,6,3,,4,3,4
2,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.15
3,0.13,0.12,0.16,0.15,0.16,0.15,0.14,0.15
4,44%,71%,45%,15%,25%,25%,-12%,0%
