,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.26,0.08,-,-,-,0.09,-,-
1,3,3,,,,4,,
2,0.25,0.09,-0.18,0.09,0.12,0.09,0.08,0.13
3,0.16,0.13,-0.10,0.41,0.05,0.42,0.21,0.20
4,-20%,63%,-143%,41%,-69%,223%,310%,-51%
