,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.08,0.03,-0.13,-0.03,0.07,0.16,0.09,0.05
1,9,7,6,6,5,3,4,4
2,0.07,0.02,-0.14,-0.05,0.03,0.10,0.07,0.03
3,0.10,-0.08,-0.02,0.13,0.20,0.03,0.12,-0.03
4,100%,-300%,-118%,117%,100%,138%,700%,-123%
