,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.19,0.23,0.27,0.37,0.24,0.32,0.37,0.38
1,29,24,28,17,14,15,15,16
2,0.18,0.24,0.29,0.34,0.22,0.31,0.33,0.35
3,0.14,0.27,0.39,0.34,0.18,0.44,0.38,0.29
4,-7%,23%,129%,70%,29%,63%,-3%,-15%
