,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.40,0.28,0.06,0.31,0.19,0.26,0.24,-
1,12,9,6,3,3,5,3,
2,0.39,0.28,0.06,0.29,0.15,0.26,0.24,0.03
3,0.26,0.20,0.09,0.29,0.25,0.09,0.07,-0.13
4,-21%,-31%,-71%,-9%,-4%,-56%,-27%,-145%
