,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.12,0,0.03,0.11,0.03,0.06,0.14,0.19
1,10,6,9,8,4,5,6,5
2,0.11,-0.01,0,0.08,-0.04,0.07,0.13,0.25
3,0.08,-0.03,0.22,0.17,-0.26,0,-0.37,0.18
4,-50%,-143%,1000%,89%,-425%,100%,-268%,6%
