,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.08,0.02,0.10,-,0.17,0.13,0.12,0.15
1,5,6,8,,10,4,4,6
2,0.07,0.02,0.08,0.10,0.16,0.11,0.11,0.14
3,0.10,0.05,0.09,0.13,0.18,0.12,0.13,0.17
4,100%,150%,-,550%,80%,140%,44%,31%
