,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.32,0.15,-,-,-,-,0.23,-
1,15,7,,,,,3,
2,0.31,0.12,0.16,0.07,0.19,0.03,0.21,0.27
3,0.39,0.21,0.16,0.14,0.21,0.14,0.80,0.43
4,18%,5%,-45%,-12%,-46%,-33%,400%,207%
