,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.41,0.09,0.02,0.17,0.30,0.05,0.31,0.34
1,9,6,4,3,3,5,4,5
2,0.42,0.09,0,0.15,0.28,0.02,0.23,0.29
3,0.46,0.07,0.12,0.19,0.32,0.10,0.43,0.33
4,12%,-12%,-67%,-41%,-30%,43%,258%,74%
