,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.07,0.83,0.84,1.46,1.33,0.61,0.76,0.71
1,8,5,9,6,7,8,7,7
2,1.06,0.78,0.82,1.44,0.76,0.57,0.68,0.60
3,1.15,0.85,1.18,1.80,0.79,1.24,1.05,0.83
4,13%,-21%,27%,147%,-31%,46%,-11%,-54%
