,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.34,0,0.28,-0.11,-0.10,-0.47,-0.34,-0.34
1,18,22,31,17,16,13,4,10
2,0.30,-0.03,0.24,-0.15,-0.11,-0.68,-0.43,-0.41
3,0.39,-0.01,-0.26,-0.14,-0.03,-0.54,-0.28,-0.21
4,-7%,-133%,-176%,-134%,-108%,-5300%,-8%,-50%
