,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.12,-,-,-,0.38,-,0.12,0.17
1,5,,,,3,,3,3
2,-,-0.15,0.04,0.13,0.43,-0.07,0.07,0.14
3,0.38,0.18,0,0.01,0.10,0.19,0.13,0.18
4,-28%,220%,100%,-90%,-74%,6%,-,1700%
