,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,-,-,-,-
3,-0.07,0.60,0.86,0.83,0.82,1.19,1.60,2.28
4,-107%,-17%,72%,57%,1271%,98%,86%,175%
