,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.50,0.62,0.45,0.62,0.73,0.75,0.88,0.83
1,9,6,4,8,9,8,6,7
2,0.49,0.60,0.44,0.60,0.71,0.72,0.85,0.81
3,0.48,0.52,0.54,0.62,0.81,0.76,0.90,0.81
4,50%,108%,135%,107%,69%,46%,67%,31%
