,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,3.10,2.72,-0.20,2.51,3.55,3.49,3.55,4.34
1,17,10,9,10,8,7,9,9
2,3.06,2.67,-0.20,2.32,3.57,3.32,3.16,4.06
3,3.09,2.33,3.23,1.92,4.13,4.14,4.37,4.57
4,5%,-16%,46%,-14%,34%,78%,35%,138%
