,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.05,-0.01,-0.14,-0.01,0.06,0.23,0.28,0.56
1,34,27,25,22,15,19,20,20
2,0.04,0.01,-0.17,-0.02,0.04,0.23,0.25,0.54
3,0.08,0.04,-0.10,-0.05,0.02,0.30,0.24,0.52
4,-62%,-89%,-600%,29%,-75%,650%,340%,1140%
