,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.01,0.11,-,-,-0.04,0.09,-,0.52
1,5,4,,,3,3,,3
2,-0.07,0.12,-0.68,0.12,-0.20,-0.05,0.52,0.64
3,-0.11,0.05,2.17,0.47,0.06,-0.20,0.23,0.86
4,-107%,-64%,503%,24%,155%,-500%,-89%,83%
