,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.26,0.25,0.22,0.37,0.47,0.54,0.72,0.79
1,8,6,6,5,7,9,6,6
2,0.23,0.25,0.20,0.36,0.42,0.51,0.69,0.77
3,0.23,0.25,0.32,0.47,0.47,0.61,0.72,0.12
4,35%,47%,60%,96%,104%,144%,125%,-74%
