,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.25,0.19,0.12,0.34,0.37,0.38,0.54,0.78
1,9,8,14,9,6,6,5,3
2,0.27,0.16,0.07,0.34,0.33,0.35,0.57,0.75
3,0.14,0.18,0,0.66,0.25,0.42,0.63,0.67
4,56%,-49%,-100%,47%,79%,133%,-,2%
