,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.39,0.09,0.70,1.45,1.90,1.84,-,6.29
1,4,5,3,4,3,3,,4
2,0.36,0.09,0.73,1.39,1.80,1.63,2.96,5.23
3,0.36,0.09,0.76,1.63,1.96,1.99,3.71,6.53
4,-25%,-69%,77%,94%,444%,2111%,388%,301%
