,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,1.50,1.36,1.08,1.12,1.31,1.35,1.43,1.61
1,143,147,121,101,82,80,79,66
2,1.46,1.34,1.03,1.09,1.28,1.27,1.34,1.55
3,1.46,1.39,1.06,1.12,1.42,1.38,1.49,1.62
4,12%,6%,-23%,-24%,-3%,0%,41%,45%
