,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,3.56,-2.89,-,-,7.62,-,-,-
1,4,5,,,4,,,
2,3.65,-2.93,1.78,4.58,7.08,5.07,8.06,15.48
3,1.58,-1.21,4.47,13.58,9.33,3.76,17.60,20.90
4,-61%,-3125%,-34%,70%,491%,411%,294%,54%
