,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.55,0.44,0.60,0.96,0.83,0.87,0.95
1,,13,9,12,11,15,8,12
2,0.68,0.51,0.43,0.58,0.90,0.78,0.79,0.89
3,0.71,0.46,0.43,0.63,1.07,0.96,0.82,1.28
4,25%,5%,-25%,9%,51%,109%,91%,103%
