,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-0.17,-0.13,-0.20,-0.23,-0.25,-0.36
1,,,3,6,3,4,3,3
2,-0.26,-0.26,-0.17,-0.25,-0.26,-0.31,-0.31,-0.39
3,-0.07,-0.02,0.49,-0.20,-0.19,-0.23,-0.33,-0.38
4,85%,93%,313%,17%,-171%,-1050%,-167%,-90%
