,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.16,0.17,0.20,0.22,0.27,0.33,0.37,0.38
1,46,32,43,40,36,18,23,20
2,0.14,0.14,0.17,0.18,0.24,0.31,0.33,0.35
3,0.16,0.17,0.22,0.26,0.28,0.35,0.40,0.37
4,60%,70%,120%,100%,75%,106%,82%,42%
