,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.13,0.08,0.09,0.09,0.12,0.06,0.07
1,,6,6,6,6,7,6,6
2,-,0.12,0.06,0.06,0.07,0.09,0.03,0.04
3,0.08,0.15,0.13,0.12,0.09,0.09,0.06,0.05
4,14%,0%,8%,9%,12%,-40%,-54%,-58%
