,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.06,-0.02,0.09,0.21,0.62,0.82,0.85,0.76
1,6,6,4,4,5,3,6,8
2,0.04,-0.04,0.07,0.19,0.61,0.79,0.80,0.69
3,-0.01,0,0.17,0.27,0.73,0.89,0.89,0.70
4,-104%,100%,750%,125%,7400%,-,424%,159%
