,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,0.41,0.53
1,,,,,,,4,3
2,-,-,-,-,0.68,0.15,0.33,0.45
3,1.00,0.33,-0.15,0.38,0.71,0.35,0.52,0.68
4,-11%,-39%,-121%,-55%,-29%,6%,447%,79%
