,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.11,-0.04,-0.18,0.47,0.69,0.17,-,-
1,5,6,4,5,3,3,,
2,1.06,-0.06,-0.31,0.46,0.60,0.09,0.22,0.43
3,1.12,0.21,0.20,0.71,0.66,0.36,0.22,0.43
4,15%,950%,-47%,-34%,-41%,71%,10%,-39%
