,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.65,-,-,-,-,-,-,-
1,4,,,,,,,
2,0.72,1.52,-0.57,-0.77,0.58,1.70,-0.36,-0.65
3,0.64,1.23,-0.26,-0.67,0.53,1.99,-0.33,-0.67
4,42%,-37%,44%,18%,-17%,62%,-26%,0%
