,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.22,0.20,0.22,0.24,0.27,0.28,0.27,0.30
1,7,8,5,5,5,6,5,4
2,0.20,0.19,0.21,0.23,0.26,0.27,0.26,0.29
3,0.21,0.20,0.26,0.27,0.27,0.27,0.29,0.31
4,31%,18%,37%,29%,29%,35%,12%,15%
